ID,Evasión,Género,Pareja,Dependientes,Meses_contrato,Teléfono,Internet,Seguridad_online,Soporte_técnico_adicional,Televisión,Películas,Tipo_contrato,Factura_online,Forma_pago,Facturación_mensual,Facturación_anual,Cuentas_Diarias
1101-SSWAG,No,Femenino,Sí,Sí,50.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),84.15,4164.4,2.8
1104-FEJAM,No,Femenino,Sí,No,30.0,Sí,Sí,No,Sí,No,Sí,One year,No,Bank transfer (automatic),70.25,2198.9,2.34
1104-TNLZA,No,Masculino,No,No,57.0,No,Sí,No,Sí,Sí,Sí,Two year,No,Credit card (automatic),53.35,3090.05,1.78
1106-HRLKZ,No,Femenino,No,No,17.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,0.83
1110-KYLGQ,No,Femenino,No,No,51.0,Sí,Sí,No,No,Sí,Sí,One year,No,Credit card (automatic),87.55,4475.9,2.92
1112-CUNAO,Sí,Masculino,No,No,2.0,No,Sí,No,Sí,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,1.0
1113-IUJYX,Sí,Femenino,No,No,2.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,85.7,169.8,2.86
1114-CENIM,Sí,Femenino,Sí,Sí,60.0,Sí,Sí,Sí,No,Sí,No,One year,No,Bank transfer (automatic),94.15,5811.8,3.14
1116-DXXDF,No,Femenino,Sí,Sí,67.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),108.75,7156.2,3.62
1116-FRYVH,No,Masculino,No,No,33.0,No,Sí,No,No,Sí,No,One year,Sí,Electronic check,39.1,1309.0,1.3
1120-BMWUB,Sí,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,0.66
1121-QSIVB,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.95,74.95,2.5
1122-JWTJW,Sí,Femenino,Sí,Sí,16.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0.68
1122-YJBCS,No,Masculino,Sí,No,72.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),109.75,7932.5,3.66
1125-SNVCK,No,Masculino,Sí,Sí,41.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,Sí,Credit card (automatic),74.55,3023.55,2.48
1131-ALZWV,No,Femenino,Sí,Sí,65.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Electronic check,109.3,7337.55,3.64
1131-QQZEB,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,0.65
1131-SUEKT,No,Femenino,Sí,No,67.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),20.05,1263.05,0.67
1133-KXCGE,No,Masculino,No,No,49.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),106.65,5168.1,3.56
1134-YWTYF,No,Masculino,Sí,No,19.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Credit card (automatic),88.8,1672.35,2.96
1135-HIORI,No,Femenino,Sí,No,69.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),85.4,5869.4,2.85
1135-LMECX,No,Masculino,Sí,No,47.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,0.85
1136-XGEQU,No,Masculino,Sí,Sí,53.0,Sí,Sí,Sí,No,No,Sí,Two year,No,Bank transfer (automatic),69.7,3686.05,2.32
1137-DGOWI,No,Femenino,Sí,No,27.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,3.01
1139-WUOAH,No,Femenino,No,No,11.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,89.2,990.3,2.97
1140-UKVZG,No,Femenino,Sí,Sí,28.0,Sí,Sí,No,Sí,No,Sí,One year,Sí,Electronic check,90.45,2509.25,3.02
1142-IHLOO,No,Masculino,Sí,Sí,53.0,Sí,Sí,Sí,Sí,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,2.14
1142-WACZW,Sí,Femenino,No,No,19.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0.68
1143-NMNQJ,Sí,Masculino,No,No,3.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Mailed check,19.45,69.25,0.65
1150-FTQGN,No,Femenino,Sí,No,23.0,Sí,Sí,No,Sí,Sí,No,One year,No,Bank transfer (automatic),60.0,1347.15,2.0
1150-WFARN,Sí,Masculino,Sí,No,10.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,79.95,857.2,2.66
1153-GNOLC,No,Masculino,Sí,Sí,63.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),89.4,5597.65,2.98
1154-HYWWO,No,Femenino,No,No,38.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),83.9,3233.6,2.8
1156-ZFYDO,No,Masculino,Sí,No,61.0,No,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Mailed check,62.15,3778.85,2.07
1157-BQCUW,Sí,Femenino,Sí,No,27.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Credit card (automatic),95.0,2462.55,3.17
1159-WFSGR,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,0.65
1162-ECVII,No,Masculino,No,No,13.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,91.1,1135.7,3.04
1163-ONYEY,No,Masculino,No,No,7.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,73.6,520.0,2.45
1163-VIPRI,No,Femenino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.45,294.45,2.48
1166-PQLGG,No,Femenino,No,No,8.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,85.2,695.75,2.84
1167-OYZJF,No,Femenino,Sí,No,12.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,1.81
1169-SAOCL,No,Femenino,No,No,7.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Mailed check,59.5,415.95,1.98
1169-WCVAK,No,Femenino,Sí,No,56.0,Sí,Sí,Sí,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,2.68
1170-SASML,No,Femenino,Sí,Sí,52.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,0.77
1171-TYKUR,No,Masculino,Sí,Sí,23.0,Sí,Sí,No,No,No,No,One year,Sí,Credit card (automatic),48.35,1067.15,1.61
1172-VIYBP,No,Masculino,Sí,Sí,20.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,49.6,939.8,1.65
1173-NOEYG,No,Masculino,Sí,Sí,68.0,No,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,56.4,3948.45,1.88
1173-XZPYF,No,Masculino,No,No,3.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,Sí,Mailed check,86.05,244.85,2.87
1174-FGIFN,No,Femenino,No,No,6.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Bank transfer (automatic),49.65,267.35,1.66
1177-XZBJL,No,Masculino,Sí,No,50.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,0.68
1178-PZGAB,No,Masculino,No,No,60.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),89.9,5450.7,3.0
1179-INLAT,No,Femenino,No,No,4.0,No,Sí,Sí,Sí,No,Sí,Month-to-month,No,Mailed check,48.25,202.25,1.61
1183-CANVH,No,Masculino,No,No,45.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),108.45,4964.7,3.62
1184-PJVDB,Sí,Masculino,Sí,Sí,25.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,75.5,1901.05,2.52
1187-WILMM,No,Masculino,Sí,No,43.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),100.55,4304.0,3.35
1193-RTSLK,Sí,Femenino,Sí,Sí,12.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,0.63
1194-BHJYC,No,Femenino,No,No,9.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,76.85,663.55,2.56
1194-HVAIF,No,Femenino,No,No,62.0,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,65.1,3846.75,2.17
1194-SPVSP,No,Masculino,Sí,Sí,40.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.4,745.3,0.68
1195-OIYEJ,Sí,Masculino,No,Sí,6.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.35,184.05,0.88
1196-AMORA,Sí,Masculino,No,No,16.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,78.75,1218.25,2.62
1197-BVMVG,No,Femenino,Sí,Sí,8.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,160.05,0.66
1200-TUZHR,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,49.6,114.7,1.65
1202-KKGFU,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),91.15,6637.9,3.04
1205-WNWPJ,Sí,Masculino,Sí,Sí,50.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,No,Credit card (automatic),105.95,5341.8,3.53
1206-EHBDD,No,Masculino,No,No,21.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,2.51
1207-BLKSA,No,Femenino,Sí,No,64.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,115.0,7396.15,3.83
1208-DNHLN,Sí,Masculino,No,No,3.0,Sí,Sí,No,Sí,Sí,No,Month-to-month,Sí,Mailed check,65.25,209.9,2.17
1208-NBVFH,No,Masculino,No,No,58.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),19.15,1035.5,0.64
1209-VFFOC,No,Masculino,No,No,14.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Credit card (automatic),90.45,1266.1,3.02
1212-GLHMD,No,Femenino,No,No,18.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.55,389.25,0.65
1213-NGCUN,Sí,Femenino,No,No,67.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,26.1,1759.55,0.87
1215-EXRMO,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.1,20.1,0.67
1215-FIGMP,No,Masculino,Sí,No,61.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,0.85
1215-VFYVK,No,Masculino,No,No,52.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1025.05,0.65
1216-BGTSP,No,Femenino,Sí,No,14.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,0.68
1216-JWVUX,No,Femenino,Sí,Sí,43.0,Sí,Sí,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,1.67
1217-VASWC,No,Masculino,Sí,Sí,52.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,0.83
1218-VKFPE,Sí,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,54.4,114.1,1.81
1219-NNDDO,No,Femenino,No,No,4.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,80.25,303.7,2.68
1221-GHZEP,No,Femenino,No,No,31.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.95,3186.65,3.33
1222-KJNZD,No,Masculino,Sí,Sí,5.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,0.65
1222-LRYKO,No,Femenino,No,No,27.0,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Bank transfer (automatic),110.5,2857.6,3.68
1223-UNPKS,No,Masculino,No,No,4.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,54.3,195.3,1.81
1226-IENZN,No,Masculino,No,No,23.0,No,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),34.65,768.45,1.16
1226-JZNKR,No,Femenino,Sí,No,9.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),75.75,655.9,2.52
1226-UDFZR,Sí,Masculino,No,No,55.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,96.8,5283.95,3.23
1227-UDMZR,No,Femenino,Sí,No,49.0,No,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),56.3,2780.6,1.88
1228-FZFRV,Sí,Femenino,Sí,No,71.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),80.45,5662.25,2.68
1228-ZLNBX,No,Masculino,Sí,No,59.0,Sí,Sí,Sí,No,Sí,No,One year,No,Credit card (automatic),66.4,3958.2,2.21
1229-RCALF,No,Femenino,Sí,No,68.0,Sí,Sí,Sí,No,No,Sí,One year,Sí,Credit card (automatic),96.55,6581.9,3.22
1230-QAJDW,No,Femenino,Sí,No,64.0,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,81.3,5129.3,2.71
1231-YNDEK,No,Femenino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,2.23
1236-WFCDV,Sí,Femenino,Sí,Sí,30.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,0.66
1237-WIYYZ,No,Masculino,No,No,12.0,No,Sí,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,43.65,526.95,1.45
1240-HCBOH,No,Masculino,No,No,39.0,Sí,Sí,No,Sí,No,No,Two year,Sí,Credit card (automatic),53.85,2200.7,1.8
1240-KNSEZ,Sí,Masculino,Sí,Sí,15.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,332.65,0.65
1241-EZFMJ,No,Femenino,No,No,4.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,88.85,372.45,2.96
1241-FPMOF,No,Masculino,No,No,70.0,No,Sí,No,No,Sí,No,One year,Sí,Credit card (automatic),44.05,3011.65,1.47
1245-HARPS,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,79.9,79.9,2.66
1247-QBVSH,No,Masculino,Sí,No,72.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),110.6,7962.2,3.69
1248-DYXUB,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Mailed check,20.7,1482.3,0.69
1251-KRREG,Sí,Femenino,No,No,35.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,0.7
1251-STYSZ,No,Masculino,Sí,Sí,68.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),107.15,7379.8,3.57
1254-IZEYF,Sí,Masculino,Sí,Sí,71.0,Sí,Sí,No,Sí,No,No,Two year,Sí,Electronic check,84.8,6152.4,2.83
1257-SXUXQ,No,Femenino,Sí,Sí,70.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1685.9,0.82
1258-YMZNM,No,Masculino,Sí,Sí,29.0,No,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),55.35,1636.95,1.84
1260-TTRXI,Sí,Masculino,No,No,66.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,0.64
1261-FWTTE,No,Masculino,No,No,20.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,89.95,1648.45,3.0
1262-OPMFY,Sí,Femenino,Sí,Sí,55.0,Sí,Sí,No,No,No,No,Two year,Sí,Credit card (automatic),69.05,3842.6,2.3
1264-BYWMS,Sí,Masculino,Sí,No,9.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Mailed check,70.05,564.4,2.34
1264-FUHCX,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,78.55,149.55,2.62
1265-BCFEO,No,Femenino,Sí,No,72.0,Sí,Sí,No,No,Sí,Sí,Two year,Sí,Electronic check,97.85,6841.3,3.26
1265-HVPZB,No,Femenino,No,Sí,49.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,0.68
1265-XTECC,Sí,Masculino,No,No,24.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,89.55,2187.15,2.98
1265-ZFOSD,No,Masculino,No,No,42.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),79.35,3344.1,2.64
1266-NZYUI,No,Masculino,Sí,No,21.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,106.1,2249.95,3.54
1268-ASBGA,Sí,Masculino,Sí,Sí,52.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,80.85,4079.55,2.7
1269-FOYWN,No,Masculino,Sí,No,12.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,84.6,959.9,2.82
1270-XKUCC,No,Masculino,Sí,Sí,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Credit card (automatic),108.4,7767.25,3.61
1271-SJBGZ,Sí,Femenino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,75.5,220.6,2.52
1271-UODNO,No,Masculino,No,No,52.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,110.75,5832.0,3.69
1272-ILHFG,No,Masculino,No,No,46.0,No,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,1.01
1273-MTETI,Sí,Femenino,Sí,No,53.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),98.4,5149.5,3.28
1282-IHQAC,No,Femenino,No,No,15.0,Sí,Sí,No,Sí,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,1.83
1285-OKIPP,Sí,Masculino,Sí,No,70.0,Sí,Sí,Sí,No,Sí,No,Two year,Sí,Credit card (automatic),99.35,6944.5,3.31
1291-CUOCY,No,Femenino,No,No,7.0,No,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,0.84
1293-BSEUN,No,Femenino,Sí,Sí,54.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Bank transfer (automatic),24.75,1342.15,0.82
1293-HHSHJ,No,Masculino,No,No,1.0,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,24.25,24.25,0.81
1297-VQDRP,No,Femenino,Sí,No,68.0,Sí,Sí,No,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,2.88
1298-PHBTI,No,Femenino,Sí,No,72.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,101.35,7323.15,3.38
1299-AURJA,No,Masculino,Sí,Sí,55.0,Sí,Sí,No,Sí,No,No,Two year,Sí,Credit card (automatic),55.25,3119.9,1.84
1301-LOPVR,No,Masculino,No,No,9.0,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,24.95,190.25,0.83
1302-TPUBN,No,Femenino,No,No,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,0.67
1302-UHBDD,No,Masculino,Sí,Sí,18.0,No,Sí,No,No,Sí,No,One year,No,Credit card (automatic),46.4,812.4,1.55
1303-SRDOK,No,Masculino,Sí,Sí,41.0,Sí,Sí,No,No,Sí,No,One year,No,Bank transfer (automatic),68.5,2839.95,2.28
1304-BCCFO,No,Masculino,No,No,10.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),86.05,834.1,2.87
1304-NECVQ,Sí,Masculino,Sí,No,63.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,103.4,6603.0,3.45
1304-SEGFY,No,Masculino,No,Sí,6.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,0.65
1306-RPWXZ,No,Masculino,No,No,14.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,0.64
1307-ATKGB,No,Masculino,Sí,No,61.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,No,Credit card (automatic),94.15,5731.85,3.14
1307-TVUFB,No,Femenino,No,No,13.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),80.0,1029.35,2.67
1309-BXVOQ,Sí,Masculino,Sí,No,64.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),102.45,6654.1,3.42
1309-XGFSN,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,0.67
1310-QRITU,No,Femenino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),115.6,8220.4,3.85
1319-YLZJG,No,Masculino,Sí,No,22.0,Sí,Sí,Sí,No,Sí,No,One year,Sí,Bank transfer (automatic),59.75,1374.35,1.99
1320-GVNHT,No,Masculino,No,No,11.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,60.9,688.5,2.03
1320-HTRDR,Sí,Masculino,Sí,Sí,4.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,68.8,0.65
1320-REHCS,No,Femenino,Sí,Sí,7.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,1.63
1322-AGOQM,Sí,Masculino,No,No,6.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,No,Credit card (automatic),78.65,483.3,2.62
1323-OOEPC,Sí,Masculino,Sí,No,50.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,98.25,4858.7,3.28
1324-NLTJE,Sí,Masculino,Sí,Sí,11.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),59.65,683.25,1.99
1325-USMEC,No,Femenino,Sí,No,54.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Electronic check,99.1,5437.1,3.3
1328-EUZHC,No,Masculino,Sí,Sí,23.0,No,Sí,No,Sí,No,No,Month-to-month,Sí,Bank transfer (automatic),30.35,678.75,1.01
1329-VHWNP,No,Femenino,Sí,No,67.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),109.7,7344.45,3.66
1333-PBMXB,No,Masculino,Sí,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.3,70.3,2.34
1334-FJSVR,Sí,Femenino,No,No,46.0,Sí,Sí,No,No,No,Sí,One year,Sí,Electronic check,94.15,4408.45,3.14
1334-PDUKM,No,Femenino,Sí,Sí,0.0,No,Sí,Sí,Sí,Sí,No,Two year,No,Credit card (automatic),56.05,0.0,1.87
1335-HQMKX,No,Femenino,No,No,48.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,0.81
1335-MXCSE,No,Masculino,Sí,No,40.0,Sí,Sí,No,No,No,Sí,One year,No,Electronic check,55.8,2283.3,1.86
1335-NTIUC,No,Femenino,Sí,Sí,11.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,Sí,Electronic check,66.35,740.8,2.21
1336-EZFZY,No,Femenino,No,No,4.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.3,424.45,3.14
1337-BOZWO,No,Femenino,No,No,30.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Mailed check,48.8,1536.75,1.63
1338-CECEE,No,Masculino,No,Sí,15.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,91.0,1430.05,3.03
1342-JPNKI,Sí,Femenino,No,No,7.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,0.67
1343-EHPYB,Sí,Masculino,No,No,16.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,80.55,1248.9,2.68
1345-GKDZZ,No,Femenino,No,No,9.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),20.45,147.55,0.68
1345-ZUKID,No,Masculino,No,No,7.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,18.95,130.55,0.63
1346-PJWTK,No,Masculino,No,No,3.0,Sí,Sí,No,No,Sí,No,Month-to-month,No,Electronic check,91.05,289.1,3.03
1346-UFHAX,No,Femenino,Sí,Sí,20.0,Sí,Sí,Sí,No,Sí,Sí,One year,No,Bank transfer (automatic),76.0,1588.75,2.53
1347-KTTTA,No,Masculino,No,No,11.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,2.43
1349-WXNGG,Sí,Femenino,No,No,1.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,95.85,95.85,3.2
1352-HNSAW,No,Femenino,Sí,No,44.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,85.15,3670.5,2.84
1352-VHKAJ,No,Masculino,Sí,Sí,43.0,No,Sí,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,0.98
1353-GHZOS,No,Masculino,No,No,24.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,0.69
